,name,salary,year,position,GP,MIN,PIE,overall,yearsAfter,norm_sal
264,Tony Delk,485000,1999,Shooting Guard and Point Guard,46,14.8,9.2,16.0,3,0.0282916652520834
265,Derrick Dial,301875,1999,Shooting Guard,8,11.9,7.5,52.0,1,0.0176093741195312
266,Michael Dickerson,1224960,1999,Shooting Guard,82,37.9,9.1,14.0,1,0.0714559964272001
267,Michael Doleac,1357320,1999,Center,81,16.5,8.7,12.0,1,0.0791769960411502
268,Bryce Drew,1105560,1999,Point Guard,72,17.9,7.3,16.0,1,0.0644909967754501
269,Tim Duncan,3858240,1999,Center and Power Forward,74,38.9,18.3,1.0,2,0.2250639887468005
270,Obinna Ekezie,301875,1999,Center and Power Forward,39,9.1,6.2,37.0,0,0.0176093741195312
271,Evan Eschmeyer,301875,1999,Center,31,12.1,5.2,34.0,0,0.0176093741195312
272,Jamie Feick,2000000,1999,Power Forward and Center,81,27.7,9.3,48.0,3,0.1166666608333336
273,Derek Fisher,3000000,1999,Point Guard and Shooting Guard,78,23.1,6.7,24.0,3,0.1749999912500004
274,Danny Fortson,1678800,1999,Center and Power Forward,55,15.6,13.7,10.0,2,0.0979299951035002
275,Jeff Foster,857760,1999,Center,19,4.5,14.7,21.0,0,0.0500359974982001
276,Adonal Foyle,1922520,1999,Center,76,21.7,6.7,8.0,2,0.1121469943926502
277,Steve Francis,3020520,1999,Shooting Guard and Point Guard,77,36.0,11.9,2.0,0,0.1761969911901504
278,Todd Fuller,485000,1999,Center,41,9.8,6.4,11.0,3,0.0282916652520834
279,Pat Garrity,952800,1999,Power Forward and Small Forward,82,18.1,7.2,19.0,1,0.0555799972210001
280,Devean George,790440,1999,Small Forward,49,7.0,6.7,23.0,0,0.0461089976945501
281,Dion Glover,893400,1999,Shooting Guard,30,14.9,6.4,20.0,0,0.0521149973942501
282,Richard Hamilton,1836240,1999,Small Forward and Shooting Guard,71,19.3,6.4,7.0,0,0.1071139946443002
283,Matt Harpring,1163760,1999,Shooting Guard and Small Forward,4,15.8,10.0,15.0,1,0.0678859966057001
284,Al Harrington,745800,1999,Power Forward and Center and Small Forward,50,17.1,6.2,25.0,1,0.0435049978247501
285,Othella Harrington,2025000,1999,Center and Power Forward,82,32.6,8.3,30.0,3,0.1181249940937503
286,Cedric Henderson,2400000,1999,Small Forward,61,18.1,4.8,44.0,2,0.1399999930000003
287,Mark Hendrickson,62764,1999,Power Forward,15,4.7,12.0,31.0,3,0.0036612331502716
288,Chris Herren,301875,1999,Point Guard,45,13.2,6.3,33.0,0,0.0176093741195312
289,Larry Hughes,1722240,1999,Shooting Guard and Point Guard and Small Forward,82,28.4,9.5,8.0,1,0.1004639949768002
290,Allen Iverson,9000000,1999,Shooting Guard and Point Guard,70,40.8,12.6,1.0,3,0.5249999737500013
291,Bobby Jackson,903360,1999,Shooting Guard and Point Guard,73,14.2,9.8,23.0,2,0.0526959973652001
292,Sam Jacobson,721080,1999,Point Guard,52,13.0,5.1,26.0,1,0.0420629978968501
293,Sam Jacobson,22647,1999,Point Guard,52,13.0,5.1,26.0,1,0.0420629978968501
294,Tim James,728520,1999,Small Forward,4,5.9,5.9,25.0,0,0.0424969978751501
295,Antawn Jamison,2503800,1999,Power Forward and Small Forward,43,36.3,10.3,4.0,1,0.1460549926972503
296,Anthony Johnson,1100000,1999,Point Guard and Shooting Guard,56,11.4,4.9,39.0,2,0.0641666634583335
297,DeMarco Johnson,111871,1999,Power Forward,5,7.1,-1.7,38.0,1,0.0065258080070429
298,Jumaine Jones,684000,1999,Small Forward and Shooting Guard and Power Forward,33,4.2,9.4,27.0,0,0.0398999980050001
299,Lari Ketner,92338,1999,Power Forward,22,6.0,4.5,49.0,0,0.0053863830640141
300,Kerry Kittles,7166666,1999,Shooting Guard,62,30.6,10.1,8.0,3,0.4180554957638919
301,Brevin Knight,1234080,1999,Point Guard,65,27.1,11.6,16.0,2,0.0719879964006001
302,Travis Knight,2800000,1999,Center,63,6.5,4.9,29.0,3,0.163333325166667
303,Raef LaFrentz,2777160,1999,Power Forward and Center,81,30.0,10.1,3.0,1,0.1620009918999504
304,Trajan Langdon,1394280,1999,Shooting Guard,10,14.4,8.0,11.0,0,0.0813329959333502
305,Quincy Lewis,930720,1999,Shooting Guard and Small Forward,74,12.1,1.7,19.0,0,0.0542919972854001
306,Rashard Lewis,385000,1999,Small Forward and Power Forward,82,19.2,10.3,32.0,1,0.0224583322104167
307,Randy Livingston,485000,1999,Point Guard,79,13.6,8.6,42.0,3,0.0282916652520834
308,Tyronn Lue,809280,1999,Point Guard,8,18.4,7.8,23.0,1,0.0472079976396001
309,Todd MacCulloch,301875,1999,Center,56,9.4,9.8,47.0,0,0.0176093741195312
310,Corey Maggette,1259400,1999,Power Forward and Shooting Guard and Small Forward,77,17.8,9.0,13.0,0,0.0734649963267501
311,Stephon Marbury,9000000,1999,Point Guard,74,38.9,13.4,4.0,3,0.5249999737500013
312,Shawn Marion,1546320,1999,Small Forward and Power Forward,51,24.8,12.5,9.0,0,0.0902019954899002
313,Sean Marks,385000,1999,Power Forward and Center,5,2.5,2.7,44.0,1,0.0224583322104167
314,Walter McCarty,2500000,1999,Small Forward and Power Forward,61,14.4,4.2,19.0,3,0.145833326041667
315,Jelani McCoy,1000000,1999,Center,58,12.9,7.7,33.0,1,0.0583333304166668
316,Tracy McGrady,1767120,1999,Shooting Guard and Small Forward,79,31.1,13.1,9.0,2,0.1030819948459002
317,Jeff McInnis,460000,1999,Point Guard and Shooting Guard,25,23.9,7.7,37.0,3,0.0268333319916667
318,Roshown McLeod,914760,1999,Small Forward,44,19.5,5.3,20.0,1,0.0533609973319501
319,Ron Mercer,2298840,1999,Small Forward and Shooting Guard,68,34.9,8.1,6.0,2,0.1340989932950503
320,Andre Miller,1682280,1999,Point Guard and Shooting Guard,82,25.6,13.6,8.0,0,0.0981329950933502
321,Cuttino Mobley,385000,1999,Shooting Guard and Point Guard,81,30.8,10.6,41.0,1,0.0224583322104167
322,Nazr Mohammed,690960,1999,Center,28,6.8,3.3,29.0,1,0.0403059979847001
323,Steve Nash,5500000,1999,Point Guard,56,27.4,8.8,15.0,3,0.3208333172916675
324,Rasho Nesterovic,1050240,1999,Center,82,21.1,5.7,17.0,1,0.0612639969368001
325,Dirk Nowitzki,1583040,1999,Power Forward and Center,82,35.9,11.2,9.0,1,0.0923439953828002
326,Jermaine O'Neal,5075000,1999,Power Forward and Center,70,12.2,7.6,17.0,3,0.2960416518645841
327,Lamar Odom,2445480,1999,Small Forward and Power Forward,76,36.4,11.3,4.0,0,0.1426529928673503
328,Michael Olowokandi,3456240,1999,Center,80,31.2,6.5,1.0,1,0.2016139899193005
329,Scott Padgett,679800,1999,Power Forward,47,9.2,4.5,28.0,0,0.0396549980172501
330,Anthony Parker,980280,1999,Shooting Guard and Small Forward,16,11.6,7.0,21.0,2,0.0571829971408501
331,Andrae Patterson,385000,1999,Power Forward,5,3.8,4.9,46.0,1,0.0224583322104167
332,Ruben Patterson,900000,1999,Shooting Guard and Small Forward,81,25.9,10.7,31.0,1,0.0524999973750001
333,Paul Pierce,1503960,1999,Shooting Guard and Small Forward,73,35.4,12.8,10.0,1,0.0877309956134502
334,Scot Pollard,1063680,1999,Center,76,17.5,9.7,19.0,2,0.0620479968976001
335,Scot Pollard,1000000,1999,Center,76,17.5,9.7,19.0,2,0.0620479968976001
336,James Posey,974520,1999,Power Forward and Shooting Guard and Small Forward,81,25.3,8.0,18.0,0,0.0568469971576501
337,Vitaly Potapenko,3810000,1999,Center,79,22.7,8.8,12.0,3,0.2222499888875005
338,Laron Profit,301875,1999,Small Forward and Shooting Guard and Point Guard,33,6.8,3.1,38.0,0,0.0176093741195312
339,Aleksandar Radojevic,1325760,1999,Center,3,8.1,-1.0,12.0,0,0.0773359961332001
340,Rodrick Rhodes,600000,1999,Small Forward and Shooting Guard,1,8.0,-13.2,24.0,2,0.03499999825
341,Rodrick Rhodes,122000,1999,Small Forward and Shooting Guard,1,8.0,-13.2,24.0,2,0.03499999825
342,Ryan Robertson,301875,1999,Shooting Guard,1,24.6,2.0,45.0,0,0.0176093741195312
343,Roy Rogers,485000,1999,Power Forward,40,8.9,5.8,22.0,3,0.0282916652520834
344,Malik Rose,2285000,1999,Small Forward and Power Forward,74,18.1,7.3,44.0,3,0.1332916600020836
345,Michael Ruffin,401875,1999,Center and Power Forward,71,13.7,3.4,32.0,0,0.0234427071611979
346,Brian Skinner,843000,1999,Center and Power Forward,33,23.5,8.9,22.0,1,0.0491749975412501
347,Ryan Stack,385000,1999,Power Forward,25,7.9,-0.6,48.0,1,0.0224583322104167
348,Vladimir Stepania,700320,1999,Center,30,6.8,-0.8,27.0,1,0.0408519979574001
349,Peja Stojakovic,1310400,1999,Small Forward,74,23.6,11.8,14.0,3,0.0764399961780002
350,Bruno Sundov,385000,1999,Center,14,4.3,0.7,35.0,1,0.0224583322104167
351,Wally Szczerbiak,2011440,1999,Small Forward,73,29.7,9.8,6.0,0,0.1173339941333003
352,Johnny Taylor,1172400,1999,Small Forward,6,5.5,2.3,17.0,2,0.0683899965805001
353,Maurice Taylor,1367400,1999,Small Forward and Center and Power Forward,62,35.9,8.6,14.0,2,0.0797649960117502
354,Jason Terry,1468920,1999,Point Guard and Shooting Guard,81,23.3,9.9,10.0,0,0.0856869957156502
355,John Thomas,832560,1999,Power Forward and Center,55,8.7,-0.3,25.0,2,0.0485659975717001
356,Kenny Thomas,823440,1999,Power Forward,72,24.9,7.9,22.0,0,0.0480339975983001
357,Tim Thomas,2098560,1999,Power Forward and Small Forward,80,26.2,9.1,7.0,2,0.1224159938792003
358,Robert Traylor,2059320,1999,Power Forward and Center,44,10.1,6.7,6.0,1,0.1201269939936503
359,Mirsad Turkcan,830745,1999,Power Forward,17,5.2,7.4,18.0,1,0.0484601225769938
360,Keith Van Horn,3451920,1999,Power Forward and Small Forward,80,34.9,12.0,2.0,2,0.2013619899319005
361,Jacque Vaughn,781800,1999,Shooting Guard and Point Guard,78,11.3,7.0,27.0,2,0.0456049977197501
362,Antoine Walker,9000000,1999,Power Forward,82,36.6,11.8,6.0,3,0.5249999737500013
363,Samaki Walker,2716667,1999,Power Forward and Center,71,13.8,9.2,9.0,3,0.1584722337430549
364,John Wallace,2000000,1999,Small Forward,60,13.3,8.9,18.0,3,0.1166666608333336
365,Bonzi Wells,1428720,1999,Small Forward and Shooting Guard,66,17.6,10.8,11.0,1,0.0833419958329002
366,Jahidi White,385000,1999,Power Forward and Center,80,19.2,9.6,43.0,1,0.0224583322104167
367,Alvin Williams,1925000,1999,Shooting Guard and Point Guard,55,14.1,8.4,47.0,2,0.1122916610520836
368,Jason Williams,1879920,1999,Point Guard,81,34.0,8.2,7.0,1,0.1096619945169002
369,Jerome Williams,2550000,1999,Power Forward and Small Forward,82,25.7,14.6,26.0,3,0.1487499925625003
370,Shammond Williams,500000,1999,Point Guard and Shooting Guard,43,11.9,7.9,34.0,1,0.0291666652083334
371,Metta World Peace,1079760,1999,Small Forward,72,31.1,9.9,16.0,0,0.0629859968507001
372,Lorenzen Wright,4400000,1999,Center,75,16.0,7.2,7.0,3,0.256666653833334
373,Tim Young,301875,1999,Center,25,5.5,6.1,56.0,0,0.0176093741195312
374,Tariq Abdul-Wahad,4500000,2000,Shooting Guard,29,14.5,2.9,11.0,3,0.2294747577766445
375,Shareef Abdur-Rahim,10130000,2000,Center and Small Forward and Power Forward,81,40.0,13.6,3.0,4,0.5165731769505354
376,Courtney Alexander,1319400,2000,Point Guard and Shooting Guard,65,21.1,6.2,13.0,0,0.0672819989801121
377,Ray Allen,10130000,2000,Shooting Guard,82,38.2,14.8,5.0,4,0.5165731769505354
378,Rafer Alston,423500,2000,Point Guard,37,7.7,9.0,39.0,2,0.0215961244263131
379,Derek Anderson,2250000,2000,Shooting Guard and Small Forward and Point Guard,82,34.9,11.5,13.0,3,0.1147373788883222
380,Shandon Anderson,2200000,2000,Small Forward and Shooting Guard,82,29.2,7.6,54.0,4,0.1121876593574706
381,William Avery,1286160,2000,Point Guard,55,8.4,5.9,14.0,1,0.065586945436002
382,Dalibor Bagaric,795000,2000,Center,35,7.4,-1.2,24.0,0,0.0405405405405405
383,Erick Barkley,712200,2000,Point Guard,8,4.7,6.6,28.0,0,0.0363182049974502
384,Tony Battie,3200000,2000,Center and Power Forward,40,21.1,10.2,5.0,3,0.1631820499745028
385,Jonathan Bender,2380680,2000,Small Forward,59,9.7,4.1,5.0,1,0.121401325854156
386,Corey Benjamin,749160,2000,Shooting Guard and Point Guard,65,13.2,3.7,28.0,2,0.0382029576746557
387,Mike Bibby,3308160,2000,Point Guard,82,38.9,12.4,2.0,2,0.168697603263641
388,Chauncey Billups,2250000,2000,Point Guard and Shooting Guard,77,23.3,9.1,3.0,3,0.1147373788883222
389,Mark Blount,316969,2000,Center,64,17.2,5.2,54.0,3,0.01616364099949
390,Calvin Booth,423500,2000,Center,55,16.9,9.2,35.0,1,0.0215961244263131
391,Cal Bowdler,1102800,2000,Small Forward and Power Forward,44,8.5,8.3,17.0,1,0.056236613972463
392,Ryan Bowen,510000,2000,Small Forward and Power Forward and Shooting Guard,57,12.2,6.5,55.0,2,0.0260071392146863
393,Elton Brand,3629160,2000,Power Forward and Center,74,39.3,13.6,1.0,1,0.1850668026517083
394,Kobe Bryant,10130000,2000,Shooting Guard and Small Forward,68,41.0,16.0,13.0,4,0.5165731769505354
395,Greg Buckner,1100000,2000,Shooting Guard and Small Forward,37,22.2,6.7,53.0,2,0.0560938296787353
396,Rodney Buford,423500,2000,Shooting Guard and Small Forward,47,12.2,6.5,53.0,1,0.0215961244263131
397,Marcus Camby,5750000,2000,Center and Power Forward,63,33.8,15.7,2.0,4,0.2932177460479347
398,Brian Cardinal,316969,2000,Power Forward and Small Forward,15,8.3,-1.1,44.0,0,0.01616364099949
399,Vince Carter,2425440,2000,Small Forward and Shooting Guard,75,39.7,15.0,5.0,2,0.1236838347781744
400,Kelvin Cato,5330000,2000,Center and Power Forward,35,17.8,7.6,15.0,3,0.2718001019887812
401,Keon Clark,1379400,2000,Power Forward and Center,81,21.2,8.9,13.0,2,0.0703416624171341
402,Mateen Cleaves,1253400,2000,Point Guard,78,16.2,6.7,14.0,0,0.063916369199388
403,Jason Collier,1190760,2000,Center,23,9.5,3.4,15.0,0,0.0607220805711371
404,Chris Crawford,2200000,2000,Power Forward,47,19.2,4.9,50.0,3,0.1121876593574706
405,Jamal Crawford,1762320,2000,Shooting Guard and Point Guard,61,17.2,6.4,8.0,0,0.089868434472208
406,Austin Croshere,5300000,2000,Power Forward,81,23.1,9.4,12.0,3,0.2702702702702703
407,Vonteego Cummings,757200,2000,Point Guard,66,22.7,5.9,26.0,1,0.0386129525752167
408,Erick Dampier,5610000,2000,Center,43,24.2,5.3,10.0,4,0.2860785313615502
409,Antonio Daniels,2820000,2000,Shooting Guard and Point Guard,79,26.1,10.6,4.0,3,0.1438041815400306
410,Baron Davis,2916000,2000,Point Guard,82,38.9,11.5,3.0,1,0.1486996430392657
411,Ricky Davis,939360,2000,Small Forward and Shooting Guard,7,10.2,11.8,21.0,2,0.0479020907700152
412,Tony Delk,2250000,2000,Shooting Guard and Point Guard,82,27.9,8.7,16.0,4,0.1147373788883222
413,Derrick Dial,423500,2000,Shooting Guard,33,6.2,7.9,52.0,2,0.0215961244263131
414,Michael Dickerson,1310400,2000,Shooting Guard,70,37.4,7.2,14.0,2,0.0668230494645589
415,Michael Doleac,1452000,2000,Center,77,18.1,5.7,12.0,2,0.0740438551759306
416,Keyon Dooling,1538880,2000,Shooting Guard and Point Guard,76,16.3,8.4,10.0,0,0.0784742478327384
417,Bryce Drew,1182600,2000,Point Guard,48,27.2,5.0,16.0,2,0.0603059663437021
418,Tim Duncan,9660000,2000,Center and Power Forward,82,38.7,17.0,1.0,3,0.4926058133605303
419,Obinna Ekezie,423500,2000,Center and Power Forward,34,8.3,6.8,37.0,1,0.0215961244263131
420,Khalid El-Amin,316969,2000,Point Guard,50,18.7,8.2,34.0,0,0.01616364099949
421,Evan Eschmeyer,423500,2000,Center,74,18.0,5.9,34.0,1,0.0215961244263131
422,Jamie Feick,2200000,2000,Power Forward and Center,6,24.8,9.7,48.0,4,0.1121876593574706
423,Derek Fisher,3380000,2000,Point Guard and Shooting Guard,20,35.5,9.0,24.0,4,0.1723610402855686
424,Marcus Fizer,2562000,2000,Small Forward and Power Forward,72,22.0,7.7,4.0,0,0.1306476287608363
425,Danny Fortson,3950000,2000,Center and Power Forward,6,33.8,20.4,10.0,3,0.2014278429372769
426,Jeff Foster,922080,2000,Center,71,16.3,9.2,21.0,1,0.0470209077001529
427,Adonal Foyle,3580000,2000,Center,58,25.2,7.5,8.0,3,0.182559918408975
428,Steve Francis,3246960,2000,Shooting Guard and Point Guard,80,39.9,13.9,2.0,1,0.1655767465578786
429,Todd Fuller,611000,2000,Center,10,7.6,5.1,11.0,4,0.0311575726670066
430,Pat Garrity,1019280,2000,Power Forward and Small Forward,76,20.8,5.2,19.0,2,0.0519775624681285
431,Devean George,849720,2000,Small Forward,59,10.0,2.3,23.0,1,0.0433309535951045
432,Dion Glover,960480,2000,Shooting Guard,57,16.3,7.3,20.0,1,0.048979092299847
433,A.J. Guyton,316969,2000,Point Guard,33,19.0,7.1,32.0,0,0.01616364099949
434,Richard Hamilton,1973880,2000,Small Forward and Shooting Guard,78,32.3,9.7,7.0,1,0.1006568077511473
435,Matt Harpring,1244880,2000,Shooting Guard and Small Forward,56,28.8,8.1,15.0,2,0.0634818969913309
436,Al Harrington,797880,2000,Power Forward and Center and Small Forward,78,24.3,6.9,25.0,2,0.0406874043855175
437,Othella Harrington,2250000,2000,Center and Power Forward,74,24.5,7.3,30.0,4,0.1147373788883222
438,Jason Hart,316969,2000,Point Guard,1,9.9,4.5,49.0,0,0.01616364099949
439,Donnell Harvey,862560,2000,Power Forward and Small Forward,18,3.5,3.8,22.0,0,0.0439857215706272
440,Cedric Henderson,2700000,2000,Small Forward,55,17.5,3.3,44.0,3,0.1376848546659867
441,Chris Herren,316969,2000,Point Guard,25,16.3,3.0,33.0,1,0.01616364099949
442,Eddie House,316969,2000,Shooting Guard and Point Guard,50,10.9,7.3,37.0,0,0.01616364099949
443,Larry Hughes,1842480,2000,Shooting Guard and Point Guard and Small Forward,50,36.9,8.6,8.0,2,0.0939561448240693
444,Zydrunas Ilgauskas,10130000,2000,Center,24,25.6,10.7,20.0,4,0.5165731769505354
445,Allen Iverson,10130000,2000,Shooting Guard and Point Guard,71,41.9,15.5,1.0,4,0.5165731769505354
446,Bobby Jackson,2250000,2000,Shooting Guard and Point Guard,79,20.9,9.9,23.0,3,0.1147373788883222
447,Marc Jackson,316969,2000,Power Forward and Center,48,29.3,10.4,37.0,3,0.01616364099949
448,Stephen Jackson,316969,2000,Small Forward and Shooting Guard and Power Forward,77,21.6,7.8,42.0,3,0.01616364099949
449,Sam Jacobson,498500,2000,Point Guard,14,4.1,1.1,26.0,2,0.0254207037225905
450,Sam Jacobson,270000,2000,Point Guard,14,4.1,1.1,26.0,2,0.0254207037225905
451,Tim James,783120,2000,Small Forward,30,6.6,2.1,25.0,1,0.0399347271800102
452,Antawn Jamison,2678400,2000,Power Forward and Small Forward,82,41.4,11.8,4.0,2,0.1365833758286588
453,Anthony Johnson,1200000,2000,Point Guard and Shooting Guard,53,9.6,5.0,39.0,3,0.0611932687404385
454,DerMarr Johnson,2107200,2000,Shooting Guard and Small Forward,78,16.8,4.4,6.0,0,0.1074553799082101
455,Jumaine Jones,735600,2000,Small Forward and Shooting Guard and Power Forward,65,13.3,10.2,27.0,1,0.0375114737378888
456,Lari Ketner,423500,2000,Power Forward,3,2.0,-5.1,49.0,1,0.0215961244263131
457,Brevin Knight,4250000,2000,Point Guard,53,27.6,8.6,16.0,3,0.2167261601223865
458,Travis Knight,3200000,2000,Center,45,5.7,-4.3,29.0,4,0.1631820499745028
459,Raef LaFrentz,2970840,2000,Power Forward and Center,78,31.5,10.4,3.0,2,0.1514961754207037
460,Trajan Langdon,1500120,2000,Shooting Guard,65,17.2,7.2,11.0,1,0.0764977052524222
461,Dan Langhi,316969,2000,Small Forward,33,7.3,5.0,31.0,0,0.01616364099949
462,Quincy Lewis,1000440,2000,Shooting Guard and Small Forward,35,11.4,2.4,19.0,1,0.0510168281489036
463,Rashard Lewis,3920000,2000,Small Forward and Power Forward,78,34.9,11.2,32.0,2,0.1998980112187659
464,Randy Livingston,20000,2000,Point Guard,2,3.3,0.0,42.0,4,0.0010198878123406
465,Felipe Lopez,831120,2000,Shooting Guard and Point Guard,70,22.4,8.1,24.0,2,0.0423824579296277
466,Tyronn Lue,865800,2000,Point Guard,38,12.3,5.5,23.0,2,0.0441509433962264
467,Todd MacCulloch,423500,2000,Center,63,9.5,10.4,47.0,1,0.0215961244263131
468,Mark Madsen,707040,2000,Center and Power Forward,70,9.1,4.4,29.0,0,0.0360550739418664
469,Corey Maggette,1353960,2000,Power Forward and Shooting Guard and Small Forward,69,19.7,12.4,13.0,1,0.0690443651198368
470,Jamaal Magloire,975000,2000,Center,74,14.8,8.4,19.0,0,0.0497195308516063
471,Stephon Marbury,10130000,2000,Point Guard,67,38.2,14.9,4.0,4,0.5165731769505354
472,Shawn Marion,1662240,2000,Small Forward and Power Forward,79,36.2,16.9,9.0,1,0.0847649158592554
473,Kenyon Martin,3536640,2000,Power Forward and Center,68,33.4,8.4,1.0,0,0.1803488016318205
474,Desmond Mason,1074720,2000,Small Forward and Shooting Guard,78,19.5,6.7,17.0,0,0.0548046914839367
475,Walter McCarty,2670000,2000,Small Forward and Power Forward,60,7.9,4.8,19.0,4,0.1361550229474757
476,Jelani McCoy,1110000,2000,Center,70,16.3,6.3,33.0,2,0.0566037735849056
477,Tracy McGrady,9660000,2000,Shooting Guard and Small Forward,77,40.2,17.1,9.0,3,0.4926058133605303
478,Jeff McInnis,523500,2000,Point Guard and Shooting Guard,81,34.9,10.6,37.0,4,0.0266955634880163
479,Roshown McLeod,978600,2000,Small Forward,35,26.2,7.0,20.0,2,0.0499031106578276
480,Ron Mercer,5520000,2000,Small Forward and Shooting Guard,61,41.5,9.9,6.0,3,0.2814890362060173
481,Chris Mihm,1923600,2000,Power Forward and Center,59,19.7,6.9,7.0,0,0.098092809790923
482,Darius Miles,2841720,2000,Small Forward,81,26.4,9.7,3.0,0,0.1449117797042325
483,Andre Miller,1808400,2000,Point Guard and Shooting Guard,82,34.7,14.2,8.0,1,0.0922182559918409
484,Mike Miller,2320080,2000,Shooting Guard and Small Forward,82,29.1,9.0,5.0,0,0.1183110657827639
485,Cuttino Mobley,3920000,2000,Shooting Guard and Point Guard,79,38.1,11.4,41.0,2,0.1998980112187659
486,Nazr Mohammed,739080,2000,Center,58,15.8,11.2,29.0,2,0.0376889342172361
487,Jerome Moiso,1461960,2000,Center and Power Forward,24,5.7,-0.4,11.0,0,0.0745517593064762
488,Hanno Mottola,316969,2000,Small Forward and Center,73,13.5,3.8,40.0,0,0.01616364099949
489,Lee Nailon,316969,2000,Small Forward and Power Forward,42,11.1,9.3,43.0,1,0.01616364099949
490,Eduardo Najera,316969,2000,Power Forward and Small Forward,40,10.8,8.0,38.0,0,0.01616364099949
491,Steve Nash,5500000,2000,Point Guard,70,34.1,13.3,15.0,4,0.2804691483936767
492,Rasho Nesterovic,1123560,2000,Center,73,17.0,5.4,17.0,2,0.0572952575216726
493,Moochie Norris,523500,2000,Point Guard,82,20.1,11.9,33.0,4,0.0266955634880163
494,Dirk Nowitzki,1693560,2000,Power Forward and Center,82,38.1,15.9,9.0,2,0.0863620601733809
495,Jermaine O'Neal,5710000,2000,Power Forward and Center,81,32.6,11.8,17.0,4,0.2911779704232534
496,Lamar Odom,2628960,2000,Small Forward and Power Forward,76,37.2,13.9,4.0,1,0.1340622131565527
497,Michael Olowokandi,3697440,2000,Center,82,25.9,5.9,1.0,2,0.1885486996430392
498,Olumide Oyedeji,316969,2000,Center,30,7.3,6.5,42.0,0,0.01616364099949
499,Scott Padgett,730800,2000,Power Forward,27,4.7,11.5,28.0,1,0.037266700662927
500,Ruben Patterson,990000,2000,Shooting Guard and Small Forward,76,27.1,11.0,31.0,2,0.0504844467108618
501,Morris Peterson,898560,2000,Small Forward and Shooting Guard,80,22.6,7.7,21.0,0,0.0458215196328403
502,Paul Pierce,1608840,2000,Shooting Guard and Small Forward,82,38.1,14.7,10.0,2,0.0820418154003059
