,PLAYER,GP,MIN,PIE,Year,overall,yearsAfter
7615,Robert Woodard II,13,3.5,7.9,2020,40.0,0
7616,Robin Lopez,71,19.1,10.2,2020,15.0,12
7617,Rodions Kurucs,21,5.9,4.4,2020,40.0,2
7618,Rodney Hood,55,17.1,3.7,2020,23.0,6
7619,Romeo Langford,18,15.7,3.0,2020,14.0,1
7620,Rondae Hollis-Jefferson,11,9.8,7.4,2020,23.0,5
7621,Rudy Gay,63,21.6,10.8,2020,8.0,14
7622,Rudy Gobert,71,30.8,16.5,2020,27.0,7
7623,Rui Hachimura,57,31.5,8.2,2020,9.0,1
7624,Russell Westbrook,65,36.4,16.4,2020,4.0,12
7625,Saben Lee,48,16.3,9.6,2020,38.0,0
7626,Saddiq Bey,70,27.3,9.2,2020,19.0,0
7627,Sam Merrill,30,7.8,8.4,2020,60.0,0
7628,Sekou Doumbouya,56,15.5,4.5,2020,15.0,1
7629,Semi Ojeleye,56,17.0,6.3,2020,37.0,3
7630,Serge Ibaka,41,23.3,11.5,2020,24.0,12
7631,Shai Gilgeous-Alexander,35,33.7,14.6,2020,11.0,2
7632,Shake Milton,63,23.2,10.1,2020,54.0,2
7633,Sindarius Thornwell,21,10.3,4.3,2020,48.0,3
7634,Skylar Mays,33,8.2,11.3,2020,50.0,0
7635,Solomon Hill,71,21.3,4.5,2020,23.0,7
7636,Spencer Dinwiddie,3,21.4,10.2,2020,38.0,6
7637,Stanley Johnson,61,16.5,5.6,2020,8.0,5
7638,Stephen Curry,63,34.2,18.1,2020,7.0,11
7639,Sterling Brown,51,24.1,8.2,2020,46.0,3
7640,Steven Adams,58,27.7,9.0,2020,12.0,7
7641,Svi Mykhailiuk,66,20.1,7.7,2020,47.0,2
7642,T.J. Leaf,7,5.1,8.4,2020,18.0,3
7643,T.J. Warren,4,29.3,7.2,2020,14.0,6
7644,Taj Gibson,45,20.8,9.5,2020,26.0,11
7645,Talen Horton-Tucker,65,20.1,9.4,2020,46.0,1
7646,Taurean Prince,41,22.1,8.0,2020,12.0,4
7647,Terance Mann,67,18.9,9.1,2020,48.0,1
7648,Terrance Ferguson,13,3.8,-6.5,2020,21.0,3
7649,Terrence Ross,46,29.3,9.0,2020,8.0,8
7650,Terry Rozier,69,34.5,11.3,2020,16.0,5
7651,Thaddeus Young,68,24.3,12.8,2020,12.0,13
7652,Thanasis Antetokounmpo,57,9.7,5.5,2020,51.0,6
7653,Theo Maledon,65,27.3,6.3,2020,34.0,0
7654,Thomas Bryant,10,27.1,11.1,2020,42.0,3
7655,Thon Maker,8,9.6,13.4,2020,10.0,4
7656,Tim Hardaway Jr.,70,28.4,10.2,2020,24.0,7
7657,Timothe Luwawu-Cabarrot,58,18.1,4.7,2020,24.0,4
7658,Tobias Harris,62,32.5,14.5,2020,19.0,9
7659,Tomas Satoransky,58,22.5,9.6,2020,32.0,8
7660,Tony Bradley,42,16.3,13.2,2020,28.0,3
7661,Tony Snell,47,21.1,6.0,2020,20.0,7
7662,Trae Young,63,33.7,15.0,2020,5.0,2
7663,Tre Jones,37,7.3,8.4,2020,41.0,0
7664,Tremont Waters,26,9.1,11.0,2020,51.0,1
7665,Trevor Ariza,30,28.0,7.7,2020,43.0,16
7666,Trey Burke,62,14.7,7.6,2020,9.0,7
7667,Trey Lyles,23,15.6,9.8,2020,12.0,5
7668,Tristan Thompson,54,23.8,9.3,2020,4.0,9
7669,Troy Brown Jr.,34,15.4,6.7,2020,15.0,2
7670,Ty Jerome,33,23.9,9.5,2020,24.0,1
7671,Tyler Bey,18,3.9,3.8,2020,36.0,0
7672,Tyler Herro,54,30.3,10.8,2020,13.0,1
7673,Tyrell Terry,11,5.1,6.7,2020,31.0,0
7674,Tyrese Haliburton,58,30.1,10.4,2020,12.0,0
7675,Tyrese Maxey,61,15.3,10.6,2020,21.0,0
7676,Tyus Jones,70,17.5,11.3,2020,24.0,5
7677,Udoka Azubuike,15,3.8,5.4,2020,27.0,0
7678,Vernon Carey Jr.,19,6.0,7.9,2020,32.0,0
7679,Victor Oladipo,33,32.7,10.9,2020,2.0,7
7680,Vlatko Cancar,41,6.9,6.9,2020,49.0,3
7681,Wayne Ellington,46,22.0,7.5,2020,28.0,11
7682,Wendell Carter Jr.,54,25.5,11.5,2020,7.0,2
7683,Wes Iwundu,41,13.1,3.5,2020,33.0,3
7684,Will Barton,56,31.0,7.6,2020,40.0,8
7685,Willie Cauley-Stein,53,17.1,8.4,2020,6.0,5
7686,Willy Hernangomez,47,18.0,12.5,2020,35.0,5
7687,Xavier Tillman,59,18.4,9.5,2020,35.0,0
7688,Zach LaVine,58,35.1,14.0,2020,13.0,6
7689,Zeke Nnaji,42,9.5,7.4,2020,22.0,0
7690,Zion Williamson,61,33.2,16.1,2020,1.0,1
7691,Aaron Gordon,75,31.7,9.6,2021,4.0,7
7692,Aaron Holiday,63,16.2,8.8,2021,23.0,3
7693,Aaron Nesmith,52,11.0,4.8,2021,14.0,1
7694,Aaron Wiggins,50,24.2,6.2,2021,55.0,0
7695,Abdel Nader,14,10.4,3.6,2021,58.0,5
7696,Admiral Schofield,38,12.3,5.5,2021,42.0,2
7697,Al Horford,69,29.1,12.3,2021,3.0,14
7698,Alec Burks,81,28.6,9.9,2021,12.0,10
7699,Aleksej Pokusevski,61,20.2,9.5,2021,17.0,1
7700,Alex Len,39,15.9,7.4,2021,5.0,8
7701,Alize Johnson,23,7.3,6.9,2021,50.0,3
7702,Alperen Sengun,72,20.7,9.9,2021,16.0,0
7703,Andre Drummond,73,19.7,14.0,2021,9.0,9
7704,Andre Iguodala,31,19.4,10.3,2021,9.0,17
7705,Andrew Wiggins,73,31.9,9.7,2021,1.0,7
7706,Anfernee Simons,57,29.5,10.2,2021,24.0,3
7707,Anthony Davis,40,35.1,15.9,2021,1.0,9
7708,Anthony Edwards,72,34.2,11.1,2021,1.0,1
7709,Arnoldas Kulboka,2,2.7,-11.4,2021,55.0,3
7710,Austin Rivers,67,22.1,4.3,2021,10.0,9
7711,Avery Bradley,62,22.7,4.5,2021,19.0,11
7712,Ayo Dosunmu,77,27.4,7.0,2021,38.0,0
7713,Bam Adebayo,56,32.6,16.1,2021,14.0,4
7714,Ben McLemore,64,20.1,7.0,2021,7.0,8
7715,Bismack Biyombo,36,14.1,10.2,2021,7.0,10
7716,Blake Griffin,56,17.1,9.1,2021,1.0,12
7717,Bobby Portis,72,28.2,11.7,2021,22.0,6
7718,Bogdan Bogdanovic,63,29.3,9.8,2021,27.0,7
7719,Bojan Bogdanovic,69,30.9,10.2,2021,31.0,10
7720,Bol Bol,14,5.8,11.3,2021,44.0,2
7721,Bones Hyland,69,19.0,9.6,2021,26.0,0
7722,Bradley Beal,40,36.0,12.3,2021,3.0,9
7723,Brandon Boston Jr.,51,14.9,8.3,2021,51.0,0
7724,Brandon Clarke,64,19.5,14.1,2021,21.0,2
7725,Brandon Ingram,55,34.0,13.9,2021,2.0,5
7726,Brandon Knight,5,12.9,10.9,2021,8.0,10
7727,Brook Lopez,13,23.0,8.1,2021,10.0,13
7728,Bruce Brown,72,24.6,9.3,2021,42.0,3
7729,Bruno Fernando,30,5.1,13.8,2021,34.0,2
7730,Buddy Hield,81,30.8,8.4,2021,6.0,5
7731,CJ Elleby,58,20.2,6.0,2021,46.0,1
7732,CJ McCollum,62,34.6,11.9,2021,10.0,8
7733,CJ Miles,1,2.0,-9.1,2021,34.0,16
7734,Cade Cunningham,64,32.6,10.0,2021,1.0,0
7735,Cam Reddish,49,20.7,7.9,2021,10.0,2
7736,Cam Thomas,67,17.6,8.9,2021,27.0,0
7737,Cameron Johnson,66,26.2,10.5,2021,11.0,2
7738,Cameron Payne,58,22.0,10.7,2021,14.0,6
7739,Caris LeVert,58,30.7,9.8,2021,20.0,5
7740,Carmelo Anthony,69,26.0,8.9,2021,3.0,18
7741,Carsen Edwards,4,19.8,4.2,2021,33.0,2
7742,Cassius Stanley,9,17.2,5.6,2021,54.0,1
7743,Cassius Winston,7,5.6,2.0,2021,53.0,1
7744,Cedi Osman,66,22.1,8.1,2021,31.0,6
7745,Chandler Hutchison,6,3.7,6.7,2021,22.0,3
7746,Charles Bassey,23,7.3,12.8,2021,53.0,0
7747,Cheick Diallo,3,10.2,7.5,2021,33.0,5
7748,Chimezie Metu,60,21.3,10.4,2021,49.0,3
7749,Chris Duarte,55,28.0,8.9,2021,13.0,0
7750,Chris Paul,65,32.9,15.0,2021,4.0,16
7751,Chuma Okeke,70,25.0,9.3,2021,16.0,2
7752,Clint Capela,74,27.6,13.3,2021,25.0,7
7753,Coby White,61,27.5,8.0,2021,7.0,2
7754,Cody Martin,71,26.3,8.0,2021,36.0,2
7755,Cody Zeller,27,13.1,10.3,2021,4.0,8
7756,Cole Anthony,65,31.7,10.6,2021,15.0,1
7757,Collin Sexton,11,28.8,7.4,2021,8.0,3
7758,Corey Kispert,77,23.4,6.7,2021,15.0,0
7759,Cory Joseph,65,24.6,8.1,2021,29.0,10
7760,D'Angelo Russell,65,31.9,11.4,2021,2.0,6
7761,D.J. Augustin,55,16.1,7.1,2021,9.0,13
7762,D.J. Wilson,4,13.5,16.2,2021,17.0,4
7763,Dalano Banton,64,10.9,7.0,2021,46.0,0
7764,Damian Jones,56,18.2,11.0,2021,30.0,5
7765,Damian Lillard,29,36.4,12.6,2021,6.0,9
7766,Damyean Dotson,2,10.3,6.4,2021,44.0,4
7767,Daniel Gafford,72,20.1,12.2,2021,38.0,2
7768,Daniel Oturu,3,9.1,6.7,2021,33.0,1
7769,Danilo Gallinari,66,25.3,9.9,2021,6.0,13
7770,Danny Green,62,21.8,5.4,2021,46.0,12
7771,Darius Bazley,69,27.9,9.3,2021,23.0,2
7772,Darius Garland,68,35.7,13.4,2021,5.0,2
7773,Darren Collison,3,12.4,0.0,2021,21.0,12
7774,David Johnson,2,1.0,-16.7,2021,47.0,0
7775,Davion Mitchell,75,27.7,7.4,2021,9.0,0
7776,Davis Bertans,56,14.4,6.0,2021,42.0,10
7777,Davon Reed,48,13.9,8.3,2021,32.0,4
7778,Day'Ron Sharpe,32,12.2,11.1,2021,29.0,0
7779,De'Aaron Fox,59,35.3,11.0,2021,5.0,4
7780,De'Andre Hunter,53,29.8,5.8,2021,4.0,2
7781,De'Anthony Melton,73,22.7,10.3,2021,46.0,3
7782,DeAndre Jordan,48,13.0,12.0,2021,35.0,13
7783,DeAndre' Bembry,56,18.3,6.9,2021,21.0,5
7784,DeMar DeRozan,76,36.1,14.8,2021,9.0,12
7785,DeMarcus Cousins,48,14.9,11.7,2021,5.0,11
7786,Deandre Ayton,58,29.5,14.8,2021,1.0,3
7787,Deividas Sirvydis,3,8.9,0.7,2021,37.0,2
7788,Dejounte Murray,68,34.8,16.3,2021,29.0,5
7789,Delon Wright,77,18.9,9.7,2021,20.0,6
7790,Deni Avdija,82,24.2,8.6,2021,9.0,1
7791,Dennis Schroder,64,28.7,9.8,2021,17.0,8
7792,Dennis Smith Jr.,37,17.3,9.5,2021,9.0,4
7793,Denzel Valentine,24,9.2,6.1,2021,14.0,5
7794,Derrick Favors,39,16.7,9.6,2021,3.0,11
7795,Derrick Rose,26,24.5,12.9,2021,1.0,13
7796,Derrick White,75,29.3,10.1,2021,29.0,4
7797,Desmond Bane,76,29.8,11.6,2021,30.0,1
7798,Devin Booker,68,34.5,13.7,2021,13.0,6
7799,Devin Vassell,71,27.3,8.7,2021,11.0,1
7800,Devonte' Graham,76,28.4,8.1,2021,34.0,3
7801,Didi Louzada,9,14.4,4.2,2021,35.0,2
7802,Dillon Brooks,32,27.7,9.1,2021,45.0,4
7803,Domantas Sabonis,62,34.4,16.1,2021,11.0,5
7804,Donovan Mitchell,67,33.8,13.5,2021,13.0,4
7805,Donte DiVincenzo,42,23.9,8.0,2021,17.0,3
7806,Doug McDermott,51,24.0,6.8,2021,11.0,7
7807,Draymond Green,46,28.9,11.9,2021,35.0,9
7808,Dwight Howard,60,16.2,11.2,2021,1.0,17
7809,Dwight Powell,82,21.9,10.2,2021,45.0,7
7810,Dylan Windler,50,9.2,6.9,2021,26.0,2
7811,Ed Davis,31,6.5,7.5,2021,13.0,11
7812,Elfrid Payton,50,11.0,6.7,2021,10.0,7
7813,Elijah Hughes,36,12.1,3.7,2021,39.0,1
7814,Emmanuel Mudiay,2,5.5,6.7,2021,7.0,6
7815,Enes Freedom,35,11.8,10.5,2021,3.0,10
7816,Eric Bledsoe,54,25.2,9.5,2021,18.0,11
7817,Eric Gordon,57,29.3,8.1,2021,7.0,13
7818,Eric Paschall,58,12.7,8.5,2021,41.0,2
7819,Evan Fournier,80,29.5,7.4,2021,20.0,9
7820,Evan Mobley,69,33.8,11.6,2021,3.0,0
7821,Frank Jackson,53,22.0,6.4,2021,31.0,4
7822,Frank Kaminsky,9,20.1,14.1,2021,9.0,6
7823,Frank Ntilikina,58,11.8,7.3,2021,8.0,4
7824,Franz Wagner,79,30.7,10.2,2021,8.0,0
7825,Furkan Korkmaz,67,21.1,7.6,2021,26.0,5
7826,Gary Harris,61,28.4,6.6,2021,19.0,7
7827,Gary Trent Jr.,70,35.0,8.6,2021,37.0,3
7828,George Hill,54,23.2,7.3,2021,26.0,13
7829,George King,4,4.8,-6.5,2021,59.0,3
7830,Georges Niang,76,22.8,6.6,2021,50.0,5
7831,Georgios Kalaitzakis,13,16.4,4.3,2021,60.0,0
7832,Giannis Antetokounmpo,67,32.9,21.0,2021,15.0,8
7833,Goga Bitadze,50,14.6,8.8,2021,18.0,2
7834,Goran Dragic,21,23.7,7.2,2021,45.0,13
7835,Gordon Hayward,49,31.9,10.2,2021,9.0,11
7836,Gorgui Dieng,44,8.4,11.8,2021,21.0,8
7837,Grant Williams,77,24.4,6.7,2021,22.0,2
7838,Grayson Allen,66,27.3,8.1,2021,21.0,3
7839,Greg Brown III,48,13.3,6.4,2021,43.0,0
7840,Greg Monroe,14,13.9,11.0,2021,7.0,11
7841,Hamidou Diallo,58,21.9,10.7,2021,45.0,3
7842,Harrison Barnes,77,33.6,10.5,2021,7.0,9
7843,Hassan Whiteside,65,17.9,13.2,2021,33.0,11
7844,Herbert Jones,78,29.9,6.8,2021,35.0,0
7845,Ignas Brazdeikis,42,12.8,6.1,2021,47.0,2
7846,Immanuel Quickley,78,23.1,11.0,2021,25.0,1
7847,Isaac Bonga,15,4.6,2.1,2021,39.0,3
7848,Isaac Okoro,67,29.6,5.7,2021,5.0,1
7849,Isaiah Hartenstein,68,17.9,13.2,2021,43.0,4
7850,Isaiah Jackson,36,15.0,9.3,2021,22.0,0
7851,Isaiah Joe,55,11.1,5.1,2021,49.0,1
7852,Isaiah Livers,19,20.2,6.6,2021,42.0,0
7853,Isaiah Roby,45,21.1,10.1,2021,45.0,2
7854,Isaiah Stewart,71,25.6,9.6,2021,16.0,1
7855,Isaiah Thomas,22,15.2,7.4,2021,60.0,10
7856,Isaiah Todd,12,6.2,3.3,2021,31.0,0
7857,Ivica Zubac,76,24.4,12.3,2021,32.0,5
7858,JT Thor,33,7.9,6.0,2021,37.0,0
7859,Ja Morant,57,33.1,16.3,2021,2.0,2
7860,JaVale McGee,74,15.8,15.2,2021,18.0,13
7861,Jabari Parker,12,9.4,11.7,2021,2.0,7
7862,Jaden McDaniels,70,25.8,6.1,2021,28.0,1
7863,Jaden Springer,2,2.8,18.4,2021,28.0,0
7864,Jae Crowder,67,28.1,7.7,2021,34.0,9
7865,Jahmi'us Ramsey,19,7.0,3.8,2021,43.0,1
7866,Jake Layman,34,6.8,6.4,2021,47.0,5
7867,Jakob Poeltl,68,29.0,11.9,2021,9.0,5
7868,Jalen Brunson,79,31.9,12.2,2021,33.0,3
7869,Jalen Green,67,31.9,8.5,2021,2.0,0
7870,Jalen Johnson,22,5.5,9.6,2021,20.0,0
7871,Jalen McDaniels,55,16.3,8.2,2021,52.0,2
7872,Jalen Smith,51,18.1,11.9,2021,10.0,1
7873,Jalen Suggs,48,27.2,6.4,2021,5.0,0
7874,James Bouknight,31,9.8,6.0,2021,11.0,0
7875,James Ennis III,7,7.9,9.8,2021,50.0,8
7876,James Harden,65,37.2,15.3,2021,3.0,12
7877,James Johnson,62,19.2,6.8,2021,16.0,12
7878,Jared Butler,42,8.6,7.3,2021,40.0,0
7879,Jaren Jackson Jr.,78,27.3,9.6,2021,4.0,3
7880,Jarred Vanderbilt,74,25.4,10.3,2021,41.0,3
7881,Jarrett Allen,56,32.3,16.0,2021,22.0,4
7882,Jarrett Culver,37,9.1,4.8,2021,6.0,2
7883,Jaxson Hayes,70,20.0,11.0,2021,8.0,2
7884,Jay Scrubb,18,6.7,6.5,2021,55.0,1
7885,Jaylen Brown,66,33.6,13.5,2021,3.0,5
7886,Jaylen Nowell,62,15.7,10.8,2021,43.0,2
7887,Jayson Tatum,76,35.9,15.9,2021,3.0,4
7888,Jeff Green,75,24.7,7.5,2021,5.0,14
7889,Jerami Grant,47,31.9,11.2,2021,39.0,7
7890,Jeremiah Robinson-Earl,49,22.2,8.4,2021,32.0,0
7891,Jeremy Lamb,56,16.7,9.2,2021,12.0,9
7892,Jericho Sims,41,13.5,7.4,2021,58.0,0
7893,Jevon Carter,66,13.7,6.7,2021,32.0,3
7894,Jimmy Butler,57,33.9,16.4,2021,30.0,10
7895,Joe Harris,14,30.2,6.8,2021,33.0,7
7896,Joe Johnson,1,2.0,18.2,2021,10.0,20
7897,Joe Wieskamp,29,7.1,3.9,2021,41.0,0
7898,Joel Embiid,68,33.8,21.2,2021,3.0,7
7899,John Collins,54,30.8,11.9,2021,19.0,4
7900,Jonas Valanciunas,74,30.3,15.3,2021,5.0,10
7901,Jordan Bell,1,2.0,-3.3,2021,38.0,4
7902,Jordan Clarkson,79,27.1,9.7,2021,46.0,7
7903,Jordan Nwora,62,19.1,7.2,2021,45.0,1
7904,Jordan Poole,76,30.0,11.1,2021,28.0,2
7905,Josh Christopher,74,18.0,8.3,2021,24.0,0
7906,Josh Giddey,54,31.5,11.4,2021,6.0,0
7907,Josh Green,67,15.5,7.2,2021,18.0,1
7908,Josh Hart,54,33.2,11.7,2021,30.0,4
7909,Josh Jackson,51,16.3,6.6,2021,4.0,4
7910,Josh Okogie,49,10.5,4.8,2021,20.0,3
7911,Josh Richardson,65,24.6,8.3,2021,40.0,6
7912,Jrue Holiday,67,32.9,12.6,2021,17.0,12
7913,Juancho Hernangomez,40,11.1,7.5,2021,15.0,5
7914,Julius Randle,72,35.3,12.8,2021,7.0,7
7915,Justin Anderson,16,19.7,6.7,2021,21.0,6
7916,Justin Jackson,7,5.2,9.6,2021,43.0,3
7917,Justise Winslow,48,16.1,9.3,2021,10.0,6
7918,Jusuf Nurkic,56,28.2,14.2,2021,16.0,7
7919,KZ Okpala,21,11.6,6.8,2021,32.0,2
7920,Kai Jones,21,3.0,6.5,2021,19.0,0
7921,Karl-Anthony Towns,74,33.5,15.9,2021,1.0,6
7922,Keita Bates-Diop,59,16.2,9.2,2021,48.0,3
7923,Keldon Johnson,75,31.9,10.2,2021,29.0,2
7924,Kelly Olynyk,40,19.1,10.5,2021,13.0,8
7925,Kelly Oubre Jr.,76,26.3,8.6,2021,15.0,6
7926,Kemba Walker,37,25.6,9.8,2021,9.0,10
7927,Kentavious Caldwell-Pope,77,30.2,8.0,2021,8.0,8
7928,Kenyon Martin Jr.,79,21.0,9.5,2021,52.0,1
7929,Keon Johnson,37,18.8,5.2,2021,21.0,0
7930,Kessler Edwards,48,20.6,5.1,2021,44.0,0
7931,Kevin Durant,55,37.2,18.0,2021,2.0,14
7932,Kevin Huerter,74,29.6,7.2,2021,19.0,3
7933,Kevin Knox II,30,7.4,6.7,2021,9.0,3
7934,Kevin Love,74,22.5,15.2,2021,5.0,13
7935,Kevin Porter Jr.,61,31.3,9.6,2021,30.0,2
7936,Kevon Looney,82,21.1,10.2,2021,30.0,6
7937,Khris Middleton,66,32.4,12.2,2021,39.0,9
7938,Killian Hayes,66,25.0,6.6,2021,7.0,1
7939,Kira Lewis Jr.,24,14.2,7.9,2021,13.0,1
7940,Klay Thompson,32,29.4,11.4,2021,11.0,10
7941,Kris Dunn,14,24.0,8.8,2021,5.0,5
7942,Kristaps Porzingis,51,29.0,15.0,2021,4.0,6
7943,Kyle Anderson,69,21.5,10.5,2021,30.0,7
7944,Kyle Guy,19,9.8,6.4,2021,55.0,2
7945,Kyle Kuzma,66,33.4,11.8,2021,27.0,4
7946,Kyle Lowry,63,33.9,11.2,2021,24.0,15
7947,Kyrie Irving,29,37.6,13.5,2021,1.0,10
7948,LaMarcus Aldridge,47,22.3,12.8,2021,2.0,15
7949,LaMelo Ball,75,32.3,13.2,2021,3.0,1
7950,Lance Stephenson,46,17.7,9.6,2021,40.0,11
7951,Landry Shamet,69,20.8,6.9,2021,26.0,3
7952,Larry Nance Jr.,46,22.6,9.8,2021,27.0,6
7953,Lauri Markkanen,61,30.8,9.7,2021,7.0,4
7954,LeBron James,56,37.2,18.0,2021,1.0,18
7955,Leandro Bolmaro,35,6.9,3.8,2021,23.0,1
7956,Lonnie Walker IV,70,23.0,8.3,2021,18.0,3
7957,Lonzo Ball,35,34.6,9.7,2021,2.0,4
7958,Lou Williams,56,14.3,8.3,2021,45.0,16
7959,Luka Doncic,65,35.4,19.1,2021,3.0,3
7960,Luka Garza,32,12.2,7.5,2021,52.0,0
7961,Luke Kennard,70,27.4,9.5,2021,12.0,4
7962,Malachi Flynn,44,12.2,7.4,2021,29.0,1
7963,Malcolm Brogdon,36,33.5,12.9,2021,36.0,5
7964,Malik Beasley,79,25.0,8.1,2021,19.0,5
7965,Malik Monk,76,28.1,9.3,2021,11.0,4
7966,Marcus Morris Sr.,54,29.0,9.5,2021,14.0,10
7967,Marcus Smart,71,32.3,9.5,2021,6.0,7
7968,Markelle Fultz,18,20.0,13.4,2021,1.0,4
7969,Markieff Morris,17,17.5,6.6,2021,13.0,10
7970,Marko Simonovic,9,3.9,3.3,2021,44.0,1
7971,Marquese Chriss,34,10.2,8.2,2021,8.0,5
7972,Marvin Bagley III,48,23.9,10.8,2021,2.0,3
7973,Mason Plumlee,73,24.6,9.3,2021,22.0,8
7974,Matisse Thybulle,66,25.5,5.7,2021,20.0,2
7975,Maurice Harkless,47,18.4,4.8,2021,15.0,9
7976,Melvin Frazier Jr.,3,39.9,-0.7,2021,35.0,3
7977,Michael Porter Jr.,9,29.4,7.4,2021,14.0,3
7978,Mikal Bridges,82,34.8,9.1,2021,10.0,3
7979,Mike Conley,72,28.6,11.3,2021,4.0,14
7980,Mike Muscala,43,13.8,13.1,2021,44.0,8
7981,Miles Bridges,80,35.5,12.0,2021,12.0,3
7982,Miles McBride,40,9.3,4.1,2021,36.0,0
7983,Mitchell Robinson,72,25.7,11.4,2021,36.0,3
7984,Miye Oni,16,2.8,0.3,2021,58.0,2
7985,Mo Bamba,71,25.7,11.4,2021,6.0,3
7986,Monte Morris,75,29.9,9.8,2021,51.0,4
7987,Montrezl Harrell,71,23.1,15.0,2021,32.0,6
7988,Moritz Wagner,63,15.2,12.4,2021,25.0,3
7989,Moses Moody,52,11.7,6.9,2021,14.0,0
7990,Myles Turner,42,29.4,11.1,2021,11.0,6
7991,Nassir Little,42,25.9,9.1,2021,25.0,2
7992,Neemias Queta,15,8.0,6.2,2021,39.0,0
7993,Nemanja Bjelica,71,16.1,11.0,2021,35.0,11
7994,Nerlens Noel,25,22.5,6.9,2021,6.0,8
7995,Nic Claxton,47,20.7,11.4,2021,31.0,2
7996,Nick Richards,50,7.3,8.6,2021,42.0,1
7997,Nickeil Alexander-Walker,65,22.6,7.2,2021,17.0,2
7998,Nicolas Batum,59,24.8,9.6,2021,25.0,13
7999,Nik Stauskas,8,4.8,6.7,2021,8.0,7
8000,Nikola Jokic,74,33.5,23.0,2021,41.0,7
8001,Nikola Vucevic,73,33.1,13.2,2021,16.0,10
8002,Norman Powell,45,32.4,9.4,2021,46.0,6
8003,OG Anunoby,48,36.0,9.2,2021,23.0,4
8004,Obi Toppin,72,17.1,12.9,2021,8.0,1
8005,Onyeka Okongwu,48,20.7,10.9,2021,6.0,1
8006,Otto Porter Jr.,63,22.2,12.0,2021,3.0,8
8007,P.J. Tucker,71,27.9,8.3,2021,35.0,15
8008,P.J. Washington,65,27.2,8.5,2021,12.0,2
8009,Pascal Siakam,68,37.9,13.9,2021,27.0,5
8010,Pat Connaughton,65,26.0,8.9,2021,41.0,6
8011,Patrick Beverley,58,25.4,9.4,2021,42.0,12
8012,Patrick Williams,17,24.8,7.8,2021,4.0,1
8013,Patty Mills,81,29.0,6.6,2021,55.0,12
8014,Paul George,31,34.8,14.8,2021,10.0,11
8015,Paul Millsap,33,11.4,6.4,2021,47.0,15
8016,Paul Reed,38,8.0,10.5,2021,58.0,1
8017,Payton Pritchard,71,14.1,10.7,2021,26.0,1
8018,Petr Cornelie,13,2.9,4.6,2021,53.0,5
8019,Precious Achiuwa,73,23.6,8.9,2021,20.0,1
8020,Quentin Grimes,46,17.1,7.0,2021,25.0,0
8021,Quinndary Weatherspoon,11,6.7,6.5,2021,49.0,2
8022,R.J. Hampton,64,21.9,6.5,2021,24.0,1
8023,RJ Barrett,70,34.5,9.9,2021,3.0,2
8024,Rajon Rondo,39,17.9,9.6,2021,21.0,15
8025,Raul Neto,70,19.6,8.5,2021,47.0,8
8026,Reggie Bullock,68,28.0,6.5,2021,25.0,8
8027,Reggie Jackson,75,31.2,8.8,2021,24.0,10
8028,Reggie Perry,10,18.7,9.1,2021,57.0,1
8029,Richaun Holmes,45,23.9,11.6,2021,37.0,6
8030,Ricky Rubio,34,28.5,11.1,2021,5.0,12
8031,Robert Williams III,61,29.6,14.0,2021,27.0,3
8032,Robert Woodard II,12,3.5,1.4,2021,40.0,1
8033,Robin Lopez,36,17.0,7.6,2021,15.0,13
8034,Rodney Hood,52,13.6,5.1,2021,23.0,7
8035,Romeo Langford,48,16.1,6.1,2021,14.0,2
8036,Rudy Gay,55,18.9,9.0,2021,8.0,15
8037,Rudy Gobert,66,32.1,17.7,2021,27.0,8
8038,Rui Hachimura,42,22.5,9.9,2021,9.0,2
8039,Russell Westbrook,78,34.3,11.3,2021,4.0,13
8040,Saben Lee,37,16.3,10.0,2021,38.0,1
8041,Saddiq Bey,82,33.0,10.0,2021,19.0,1
8042,Sam Dekker,1,0.9,0.0,2021,18.0,6
8043,Sam Merrill,6,9.6,5.4,2021,60.0,1
8044,Sandro Mamukelashvili,41,9.9,9.0,2021,54.0,0
8045,Santi Aldama,32,11.2,6.6,2021,30.0,0
8046,Scottie Barnes,74,35.4,10.9,2021,4.0,0
8047,Scottie Lewis,2,3.3,8.0,2021,56.0,0
8048,Sekou Doumbouya,2,8.2,37.6,2021,15.0,2
8049,Semi Ojeleye,30,13.5,4.1,2021,37.0,4
8050,Serge Ibaka,54,16.3,9.6,2021,24.0,13
8051,Shai Gilgeous-Alexander,56,34.7,13.4,2021,11.0,3
8052,Shake Milton,55,21.4,7.9,2021,54.0,3
8053,Sharife Cooper,13,3.0,0.0,2021,48.0,0
8054,Skylar Mays,28,7.9,7.7,2021,50.0,1
8055,Solomon Hill,13,10.7,2.1,2021,23.0,8
8056,Spencer Dinwiddie,67,29.6,10.7,2021,38.0,7
8057,Stanley Johnson,48,22.8,6.0,2021,8.0,6
8058,Stephen Curry,64,34.5,15.5,2021,7.0,12
8059,Sterling Brown,49,12.8,7.3,2021,46.0,4
8060,Steven Adams,76,26.3,10.8,2021,12.0,8
8061,Svi Mykhailiuk,56,12.8,6.4,2021,47.0,3
8062,Taj Gibson,52,18.2,6.9,2021,26.0,12
8063,Talen Horton-Tucker,60,25.2,7.0,2021,46.0,2
8064,Taurean Prince,69,17.1,7.6,2021,12.0,5
8065,Terance Mann,81,28.6,9.5,2021,48.0,2
