,name,salary,year,position,GP,MIN,PIE,overall,yearsAfter
1748,Richard Jefferson,10200000,2005,Small Forward,78,39.2,14.5,13.0,4
1749,Jared Jeffries,2433824,2005,Small Forward and Power Forward,77,25.3,6.4,11.0,3
1750,Amir Johnson,398762,2005,Center and Small Forward and Power Forward,3,12.9,8.4,56.0,0
1751,Anthony Johnson,2420000,2005,Point Guard and Shooting Guard,75,26.4,10.4,39.0,8
1752,DerMarr Johnson,835810,2005,Shooting Guard and Small Forward,58,15.9,7.3,6.0,5
1753,Joe Johnson,12000000,2005,Shooting Guard and Small Forward,82,40.7,12.5,10.0,4
1754,Dahntay Jones,1223160,2005,Small Forward and Shooting Guard,71,13.6,4.4,20.0,2
1755,Fred Jones,2328843,2005,Small Forward and Shooting Guard,68,27.0,8.3,14.0,3
1756,James Jones,2400000,2005,Shooting Guard and Small Forward,75,23.6,7.7,49.0,2
1757,Jumaine Jones,1875000,2005,Small Forward and Shooting Guard and Power Forward,76,27.5,7.7,27.0,6
1758,Chris Kaman,2753760,2005,Center,78,32.8,11.1,6.0,2
1759,Jason Kapono,1100000,2005,Small Forward and Shooting Guard,51,13.0,5.5,31.0,2
1760,Mario Kasun,682050,2005,Center,28,7.6,1.2,40.0,3
1761,Viktor Khryapa,1095960,2005,Small Forward and Power Forward,69,21.6,6.2,22.0,1
1762,Andrei Kirilenko,10983000,2005,Small Forward and Power Forward,69,37.7,15.2,24.0,6
1763,Linas Kleiza,879360,2005,Small Forward and Power Forward,61,8.5,7.1,27.0,0
1764,Brevin Knight,4600000,2005,Point Guard,69,34.1,12.6,16.0,8
1765,Yaroslav Korolev,1704480,2005,Small Forward,24,5.3,2.5,12.0,0
1766,Kyle Korver,3630363,2005,Small Forward and Shooting Guard and Power Forward,82,31.3,7.7,51.0,2
1767,Nenad Krstic,1010040,2005,Center and Power Forward,80,30.9,8.9,24.0,3
1768,Raef LaFrentz,10623288,2005,Power Forward and Center,82,24.8,7.4,3.0,7
1769,Maciej Lampe,900000,2005,Center,6,4.6,-4.1,30.0,2
1770,David Lee,861360,2005,Power Forward and Center and Small Forward,67,16.8,10.4,30.0,0
1771,Rashard Lewis,8571429,2005,Small Forward and Power Forward,78,36.9,11.5,32.0,7
1772,Shaun Livingston,3254880,2005,Shooting Guard and Point Guard,61,25.0,7.5,4.0,1
1773,Tyronn Lue,3500000,2005,Point Guard,51,24.2,10.4,23.0,7
1774,Mark Madsen,2000000,2005,Center and Power Forward,62,10.9,1.5,29.0,5
1775,Corey Maggette,7000000,2005,Power Forward and Shooting Guard and Small Forward,32,29.5,12.6,13.0,6
1776,Jamaal Magloire,8533333,2005,Center,82,30.1,7.8,19.0,5
1777,Stephon Marbury,16453125,2005,Point Guard,60,36.6,12.0,4.0,9
1778,Shawn Marion,13700000,2005,Small Forward and Power Forward,81,40.3,15.9,9.0,6
1779,Sean Marks,835810,2005,Power Forward and Center,25,7.2,12.3,44.0,7
1780,Kenyon Martin,10636364,2005,Power Forward and Center,56,27.6,11.2,1.0,5
1781,Kevin Martin,937440,2005,Point Guard and Shooting Guard,72,26.6,9.9,26.0,1
1782,Desmond Mason,7333333,2005,Small Forward and Shooting Guard,70,30.0,6.1,17.0,5
1783,Jason Maxiell,905640,2005,Center and Power Forward,26,6.1,1.3,26.0,0
1784,Sean May,1619280,2005,Power Forward and Center,23,17.3,10.2,13.0,0
1785,Rashad McCants,1538400,2005,Shooting Guard,79,17.2,7.5,14.0,0
1786,Walter McCarty,1035000,2005,Small Forward and Power Forward,36,9.8,3.7,19.0,9
1787,Tracy McGrady,15694250,2005,Shooting Guard and Small Forward,47,37.1,15.9,9.0,8
1788,Jeff McInnis,3400000,2005,Point Guard and Shooting Guard,28,17.4,7.3,37.0,9
1789,Chris Mihm,3792817,2005,Power Forward and Center,59,26.1,8.8,7.0,5
1790,Darius Miles,7250000,2005,Small Forward,40,32.1,8.2,3.0,5
1791,Darko Milicic,4135200,2005,Power Forward and Center,55,13.9,9.6,2.0,2
1792,Andre Miller,8100000,2005,Point Guard and Shooting Guard,82,35.8,11.7,8.0,6
1793,Mike Miller,6750000,2005,Shooting Guard and Small Forward,74,30.6,14.1,5.0,5
1794,Yao Ming,5594906,2005,Center,57,34.2,18.3,1.0,3
1795,Cuttino Mobley,7200000,2005,Shooting Guard and Point Guard,79,37.7,8.9,41.0,7
1796,Nazr Mohammed,5500000,2005,Center,80,17.4,9.0,29.0,7
1797,Sergei Monia,1016400,2005,Small Forward,26,13.2,3.6,23.0,1
1798,Terence Morris,835810,2005,Small Forward,22,8.7,4.3,33.0,4
1799,Troy Murphy,7365079,2005,Power Forward,74,34.0,12.0,14.0,4
1800,Bostjan Nachbar,2500000,2005,Power Forward and Small Forward,36,13.9,3.8,15.0,3
1801,Lee Nailon,835810,2005,Small Forward and Power Forward,22,10.8,7.6,43.0,6
1802,Eduardo Najera,4190476,2005,Power Forward and Small Forward,64,22.6,6.9,38.0,5
1803,Steve Nash,9625000,2005,Point Guard,79,35.4,16.6,15.0,9
1804,Jameer Nelson,1189200,2005,Point Guard,62,28.8,12.8,20.0,1
1805,Rasho Nesterovic,6720000,2005,Center,80,18.9,6.2,17.0,7
1806,Moochie Norris,4200000,2005,Point Guard,45,9.4,7.1,33.0,9
1807,Dirk Nowitzki,13843156,2005,Power Forward and Center,81,38.1,20.5,9.0,7
1808,Jermaine O'Neal,16440000,2005,Power Forward and Center,51,35.3,15.2,17.0,9
1809,Lamar Odom,11465333,2005,Small Forward and Power Forward,80,40.3,13.0,4.0,6
1810,Emeka Okafor,4020120,2005,Power Forward and Center,26,33.6,10.2,2.0,1
1811,Mehmet Okur,8250000,2005,Power Forward and Center,82,35.9,14.4,37.0,4
1812,Michael Olowokandi,5900400,2005,Center,48,19.1,6.3,1.0,7
1813,Travis Outlaw,1082160,2005,Power Forward and Small Forward,69,16.7,7.9,23.0,2
1814,Zaza Pachulia,4000000,2005,Center,78,31.4,8.7,42.0,2
1815,Scott Padgett,1670000,2005,Power Forward,62,11.6,9.1,28.0,6
1816,Tony Parker,8400000,2005,Point Guard,80,33.9,15.4,28.0,4
1817,Ruben Patterson,6353200,2005,Shooting Guard and Small Forward,71,25.2,9.3,31.0,7
1818,Chris Paul,3144240,2005,Point Guard,78,36.0,16.1,4.0,0
1819,Sasha Pavlovic,1274160,2005,Small Forward and Shooting Guard,53,15.3,3.0,19.0,2
1820,Kendrick Perkins,936480,2005,Center,68,19.6,8.1,27.0,2
1821,Morris Peterson,4550000,2005,Small Forward and Shooting Guard,82,38.3,9.3,21.0,5
1822,Johan Petro,936600,2005,Center,68,18.9,4.7,25.0,0
1823,Paul Pierce,13843156,2005,Shooting Guard and Small Forward,79,39.0,16.0,10.0,7
1824,Mickael Pietrus,1910520,2005,Point Guard and Small Forward and Shooting Guard,52,22.7,5.2,11.0,2
1825,Zoran Planinic,1127280,2005,Point Guard and Shooting Guard,56,10.6,4.2,22.0,2
1826,Pavel Podkolzin,1141560,2005,Center,1,18.1,10.9,21.0,1
1827,Scot Pollard,6274937,2005,Center,45,17.1,7.6,19.0,8
1828,James Posey,5900400,2005,Power Forward and Shooting Guard and Small Forward,67,28.6,6.9,18.0,6
1829,Vitaly Potapenko,3320000,2005,Center,33,10.7,3.2,12.0,9
1830,Tayshaun Prince,1763115,2005,Small Forward,82,35.3,9.9,23.0,3
1831,Laron Profit,745248,2005,Small Forward and Shooting Guard and Point Guard,25,11.2,10.4,38.0,6
1832,Joel Przybilla,1560000,2005,Center,56,24.9,9.0,9.0,5
1833,Vladimir Radmanovic,3166155,2005,Small Forward and Power Forward,77,25.6,9.0,12.0,4
1834,Zach Randolph,10666667,2005,Power Forward and Center,74,34.4,11.4,19.0,4
1835,Michael Redd,12000000,2005,Shooting Guard and Small Forward,80,39.1,13.8,43.0,5
1836,Justin Reed,641748,2005,Small Forward and Power Forward,72,13.8,2.6,40.0,1
1837,Jason Richardson,8888888,2005,Small Forward and Shooting Guard,75,38.4,12.4,5.0,4
1838,Quentin Richardson,6940000,2005,Shooting Guard and Small Forward,55,26.2,6.2,18.0,5
1839,Luke Ridnour,1638000,2005,Point Guard and Shooting Guard,79,33.2,10.2,14.0,2
1840,Lawrence Roberts,398762,2005,Center and Power Forward,33,5.5,6.1,55.0,0
1841,Bernard Robinson,641748,2005,Small Forward and Shooting Guard,66,19.7,7.9,45.0,1
1842,Nate Robinson,1102680,2005,Point Guard,72,21.4,7.1,21.0,0
1843,Malik Rose,6008750,2005,Small Forward and Power Forward,72,15.5,6.4,44.0,9
1844,Michael Ruffin,1670000,2005,Center and Power Forward,76,13.3,3.2,32.0,6
1845,Kareem Rush,3000000,2005,Shooting Guard and Point Guard,47,23.6,6.0,20.0,3
1846,John Salmons,1669001,2005,Shooting Guard and Small Forward and Point Guard,82,25.1,6.9,26.0,3
1847,Jamal Sampson,719373,2005,Center and Power Forward,12,3.2,28.7,46.0,3
1848,Brian Scalabrine,2586207,2005,Power Forward and Center,71,13.2,3.3,34.0,4
1849,Wayne Simien,867720,2005,Power Forward,43,9.6,6.5,29.0,0
1850,Bobby Simmons,8000000,2005,Shooting Guard and Power Forward and Small Forward,75,33.8,8.7,41.0,4
1851,Brian Skinner,4950000,2005,Center and Power Forward,65,14.5,6.9,22.0,7
1852,Charles Smith,771123,2005,Shooting Guard,22,9.5,5.4,26.0,8
1853,Donta Smith,641748,2005,Shooting Guard,23,5.5,6.3,34.0,1
1854,Josh Smith,1365360,2005,Small Forward and Power Forward,80,32.0,9.7,17.0,1
1855,Kirk Snyder,1437240,2005,Power Forward and Shooting Guard and Small Forward,68,19.3,9.1,16.0,1
1856,Darius Songaila,2200000,2005,Center and Power Forward,62,21.4,9.6,49.0,3
1857,Pape Sow,641748,2005,Center,42,14.0,3.5,47.0,1
1858,DeShawn Stevenson,2750000,2005,Small Forward and Shooting Guard,82,32.3,6.7,23.0,5
1859,Peja Stojakovic,7500000,2005,Small Forward,71,36.6,11.3,14.0,9
1860,Salim Stoudamire,675000,2005,Point Guard and Shooting Guard,61,20.3,8.1,31.0,0
1861,Amar'e Stoudemire,2589023,2005,Center and Power Forward,3,16.8,11.4,9.0,3
1862,Robert Swift,1764480,2005,Center,47,21.0,6.6,12.0,1
1863,Stromile Swift,5000000,2005,Power Forward and Center,66,20.4,8.9,2.0,5
1864,Wally Szczerbiak,10000000,2005,Small Forward,72,37.9,12.3,6.0,6
1865,Chris Taft,423762,2005,Center,17,8.5,7.4,42.0,0
1866,Maurice Taylor,9100000,2005,Small Forward and Center and Power Forward,67,18.1,5.4,14.0,8
1867,Sebastian Telfair,1676280,2005,Point Guard,68,24.1,8.1,13.0,1
1868,Jason Terry,6666667,2005,Point Guard and Shooting Guard,80,35.0,11.3,10.0,6
1869,Etan Thomas,5393300,2005,Power Forward and Center,71,15.8,7.9,12.0,5
1870,John Thomas,178675,2005,Power Forward and Center,16,8.0,0.3,25.0,8
1871,John Thomas,103443,2005,Power Forward and Center,16,8.0,0.3,25.0,8
1872,Kenny Thomas,6500000,2005,Power Forward,82,28.0,11.1,22.0,6
1873,Tim Thomas,13975000,2005,Power Forward and Small Forward,29,22.9,7.0,7.0,8
1874,Dijon Thompson,398762,2005,Shooting Guard and Small Forward,10,4.3,14.5,54.0,0
1875,Jamaal Tinsley,5400000,2005,Point Guard,42,26.7,9.3,27.0,4
1876,Jake Tsakalidis,2900000,2005,Center,51,14.4,10.4,25.0,5
1877,Nikoloz Tskitishvili,745248,2005,Small Forward and Power Forward,17,5.8,5.1,5.0,3
1878,Hedo Turkoglu,5393300,2005,Power Forward and Small Forward,78,33.5,11.1,16.0,5
1879,Beno Udrih,904800,2005,Shooting Guard and Point Guard,55,10.7,9.7,28.0,1
1880,Keith Van Horn,15694250,2005,Power Forward and Small Forward,53,20.6,8.9,2.0,8
1881,Anderson Varejao,866800,2005,Power Forward and Center,48,15.8,9.1,30.0,1
1882,Jacque Vaughn,1094550,2005,Shooting Guard and Point Guard,80,15.4,5.1,27.0,8
1883,Charlie Villanueva,2360880,2005,Power Forward,81,29.1,9.5,7.0,0
1884,Jake Voskuhl,1937500,2005,Center,51,16.0,5.8,33.0,5
1885,Jackson Vroman,682051,2005,Center and Power Forward,41,9.9,0.9,31.0,1
1886,Sasha Vujacic,910440,2005,Point Guard and Shooting Guard,82,17.7,5.9,27.0,1
1887,Dwyane Wade,3031920,2005,Point Guard and Shooting Guard,75,38.6,18.6,5.0,2
1888,Von Wafer,398762,2005,Small Forward and Shooting Guard,16,4.5,-7.8,39.0,0
1889,Antoine Walker,6880000,2005,Power Forward,82,26.8,10.5,6.0,9
1890,Samaki Walker,364223,2005,Power Forward and Center,7,3.1,-12.6,9.0,9
1891,Gerald Wallace,5000000,2005,Small Forward and Power Forward,55,34.5,13.6,25.0,4
1892,Luke Walton,1250000,2005,Power Forward and Small Forward,69,19.3,8.6,32.0,2
1893,Hakim Warrick,1196520,2005,Power Forward,68,10.6,6.0,19.0,0
1894,Earl Watson,5000000,2005,Point Guard,70,22.5,9.6,39.0,4
1895,Martell Webster,2586120,2005,Small Forward,61,17.5,7.0,6.0,0
1896,Bonzi Wells,8000000,2005,Small Forward and Shooting Guard,52,32.4,10.7,11.0,7
1897,Jiri Welsch,2177114,2005,Small Forward and Shooting Guard,58,14.9,7.0,16.0,3
1898,David West,1334160,2005,Small Forward and Center and Power Forward,74,34.1,13.2,18.0,2
1899,Delonte West,1010040,2005,Point Guard and Shooting Guard,71,34.1,10.3,24.0,1
1900,Robert Whaley,398762,2005,Center,23,9.2,3.6,51.0,0
1901,Chris Wilcox,2812239,2005,Center and Power Forward,77,19.9,11.3,8.0,3
1902,Alvin Williams,6300000,2005,Shooting Guard and Point Guard,1,9.8,0.0,47.0,8
1903,Deron Williams,3487400,2005,Point Guard,80,28.8,8.6,3.0,0
1904,Jason Williams,7562500,2005,Point Guard,59,31.8,10.6,7.0,7
1905,Lou Williams,450000,2005,Shooting Guard and Point Guard,30,4.8,6.1,45.0,0
1906,Marvin Williams,3883560,2005,Power Forward and Small Forward,79,24.7,7.5,2.0,0
1907,Mo Williams,1760000,2005,Point Guard and Shooting Guard,58,26.4,10.0,47.0,2
1908,Loren Woods,780000,2005,Center,27,12.0,6.6,45.0,4
1909,Qyntel Woods,599834,2005,Small Forward and Power Forward,49,20.7,9.2,21.0,3
1910,Metta World Peace,6842105,2005,Small Forward,56,39.4,9.6,16.0,6
1911,Antoine Wright,1461360,2005,Shooting Guard and Small Forward,39,9.5,-1.3,15.0,0
1912,Bracey Wright,398762,2005,Shooting Guard,7,19.3,10.3,47.0,0
1913,Dorell Wright,1238640,2005,Small Forward,20,6.6,13.1,19.0,1
1914,Lorenzen Wright,7700000,2005,Center,78,21.7,7.7,7.0,9
1915,Shareef Abdur-Rahim,5400000,2006,Center and Small Forward and Power Forward,80,25.2,8.0,3.0,10
1916,Alex Acker,839209,2006,Shooting Guard,0,0.0,0.0,60.0,1
1917,Hassan Adams,412718,2006,Shooting Guard,61,8.1,7.6,54.0,0
1918,Maurice Ager,906480,2006,Shooting Guard,32,6.7,-0.2,28.0,0
1919,LaMarcus Aldridge,4027320,2006,Power Forward and Center,63,22.1,8.9,2.0,0
1920,Ray Allen,14611570,2006,Shooting Guard,55,40.3,13.4,5.0,10
1921,Tony Allen,1037280,2006,Shooting Guard and Small Forward and Point Guard,33,24.4,10.8,25.0,2
1922,Rafer Alston,4200000,2006,Point Guard,82,37.1,9.0,39.0,8
1923,Derek Anderson,9742500,2006,Shooting Guard and Small Forward and Point Guard,50,23.8,8.9,13.0,9
1924,Derek Anderson,901397,2006,Shooting Guard and Small Forward and Point Guard,50,23.8,8.9,13.0,9
1925,Derek Anderson,400000,2006,Shooting Guard and Small Forward and Point Guard,50,23.8,8.9,13.0,9
1926,Carmelo Anthony,4694041,2006,Small Forward and Power Forward,65,38.2,13.4,3.0,3
1927,Rafael Araujo,2395200,2006,Center,28,8.8,6.0,8.0,2
1928,Gilbert Arenas,11096800,2006,Point Guard,74,39.8,14.2,30.0,5
1929,Trevor Ariza,3100000,2006,Small Forward and Shooting Guard,57,22.4,11.8,43.0,2
1930,Hilton Armstrong,1767600,2006,Center and Power Forward,56,11.3,7.3,12.0,0
1931,James Augustine,412718,2006,Power Forward,2,3.7,6.6,41.0,0
1932,Renaldo Balkman,1191240,2006,Small Forward and Power Forward,68,15.6,11.4,20.0,0
1933,Marcus Banks,3672414,2006,Point Guard,45,11.2,6.5,13.0,3
1934,Leandro Barbosa,1679733,2006,Point Guard and Shooting Guard,80,32.7,11.5,28.0,3
1935,Andrea Bargnani,4501200,2006,Power Forward and Center,65,25.1,7.7,1.0,0
1936,Matt Barnes,771331,2006,Small Forward and Power Forward,76,23.9,9.3,45.0,4
1937,Brandon Bass,664209,2006,Power Forward and Center,21,7.7,5.0,33.0,1
1938,Maceo Baston,744551,2006,Power Forward,47,8.6,8.7,58.0,8
1939,Tony Battie,5746000,2006,Center and Power Forward,66,23.9,7.1,5.0,9
1940,Shane Battier,5393300,2006,Small Forward and Shooting Guard,82,36.4,8.2,6.0,5
1941,Mike Bibby,12500000,2006,Point Guard,82,33.9,10.6,2.0,8
1942,Andris Biedrins,1986960,2006,Center,82,29.1,10.5,11.0,2
1943,Chauncey Billups,6364400,2006,Point Guard and Shooting Guard,70,36.2,14.6,3.0,9
1944,Steve Blake,1330000,2006,Point Guard,82,27.1,7.4,38.0,3
1945,Will Blalock,412718,2006,Point Guard,14,11.8,4.5,60.0,0
1946,Andray Blatche,664209,2006,Center and Power Forward,56,12.2,7.1,49.0,1
1947,Mark Blount,7288165,2006,Center,82,31.0,8.3,54.0,9
1948,Keith Bogans,2510000,2006,Small Forward and Shooting Guard,59,16.8,5.7,43.0,3
1949,Andrew Bogut,4665960,2006,Power Forward and Center,66,34.2,11.0,1.0,1
1950,Matt Bonner,2000000,2006,Power Forward and Center,56,11.7,10.2,45.0,3
1951,Josh Boone,1053960,2006,Center and Power Forward,61,11.0,8.9,23.0,0
1952,Calvin Booth,6629891,2006,Center,44,8.6,4.4,35.0,7
1953,Calvin Booth,998967,2006,Center,44,8.6,4.4,35.0,7
1954,Carlos Boozer,11260483,2006,Center and Power Forward,74,34.6,18.1,34.0,4
1955,Chris Bosh,4235220,2006,Power Forward and Center,69,38.5,15.8,4.0,3
1956,Ryan Bowen,998967,2006,Small Forward and Power Forward and Shooting Guard,0,0.0,0.0,55.0,8
1957,Elton Brand,14248000,2006,Power Forward and Center,80,38.5,15.4,1.0,7
1958,Ronnie Brewer,1595400,2006,Shooting Guard and Small Forward,56,12.1,9.0,14.0,0
1959,Primoz Brezec,2750000,2006,Center,58,14.5,3.7,27.0,6
1960,Dee Brown,412718,2006,Point Guard,21,24.9,7.4,46.0,0
1961,Dee Brown,412718,2006,Point Guard,49,9.2,6.1,46.0,0
1962,Kwame Brown,8287500,2006,Center and Power Forward,41,27.6,8.0,1.0,5
1963,Shannon Brown,971280,2006,Shooting Guard,23,8.8,3.5,25.0,0
1964,Kobe Bryant,17718750,2006,Shooting Guard and Small Forward,77,40.8,17.2,13.0,10
1965,Greg Buckner,3240741,2006,Shooting Guard and Small Forward,76,18.0,4.7,53.0,8
1966,Greg Buckner,1941333,2006,Shooting Guard and Small Forward,76,18.0,4.7,53.0,8
1967,Caron Butler,7438000,2006,Small Forward and Shooting Guard,63,39.3,11.9,10.0,4
1968,Rasual Butler,3000000,2006,Shooting Guard and Small Forward,81,27.4,6.9,52.0,4
1969,Andrew Bynum,2030280,2006,Center,82,21.9,9.7,10.0,1
1970,Marcus Camby,8800000,2006,Center and Power Forward,70,33.8,14.2,2.0,10
1971,Brian Cardinal,5400000,2006,Power Forward and Small Forward,28,11.2,12.2,44.0,6
1972,Rodney Carney,1439760,2006,Shooting Guard and Small Forward,67,17.4,5.8,16.0,0
1973,Vince Carter,15101625,2006,Small Forward and Shooting Guard,82,38.1,14.9,5.0,8
1974,Kelvin Cato,1071225,2006,Center and Power Forward,18,5.3,8.7,15.0,9
1975,Tyson Chandler,9150000,2006,Center and Power Forward,73,34.6,11.9,2.0,5
1976,Josh Childress,2863920,2006,Shooting Guard and Small Forward,55,36.8,11.7,6.0,2
1977,Speedy Claxton,6854546,2006,Point Guard,42,25.1,4.6,20.0,6
1978,Jarron Collins,2625698,2006,Center,82,11.1,4.5,52.0,5
1979,Jason Collins,5800000,2006,Power Forward and Center,80,23.0,0.6,18.0,5
1980,Mardy Collins,899880,2006,Shooting Guard and Point Guard and Small Forward,52,14.9,6.2,29.0,0
1981,Nick Collison,2501070,2006,Power Forward and Center,82,29.0,9.1,12.0,3
1982,Brian Cook,1817141,2006,Power Forward and Center,65,15.7,8.9,24.0,3
1983,Jamal Crawford,7200000,2006,Shooting Guard and Point Guard,59,37.3,9.9,8.0,6
1984,Austin Croshere,7300000,2006,Power Forward,61,11.9,10.0,12.0,9
1985,Eddy Curry,8171103,2006,Power Forward and Center,81,35.2,10.3,4.0,5
1986,Samuel Dalembert,9464307,2006,Center,82,30.9,10.6,26.0,5
1987,Erick Dampier,9628000,2006,Center,76,25.2,9.3,10.0,10
1988,Antonio Daniels,5400000,2006,Shooting Guard and Point Guard,80,22.0,11.1,4.0,9
1989,Baron Davis,15070000,2006,Point Guard,63,35.3,14.1,3.0,7
1990,Paul Davis,412718,2006,Power Forward and Center,31,5.8,6.1,34.0,0
1991,Ricky Davis,6364400,2006,Small Forward and Shooting Guard,81,37.3,11.0,21.0,8
1992,Carlos Delfino,1037280,2006,Shooting Guard and Small Forward,82,16.7,10.3,25.0,3
1993,Luol Deng,2614440,2006,Power Forward and Small Forward,82,37.5,14.5,7.0,2
1994,Boris Diaw,1870501,2006,Power Forward and Shooting Guard,73,31.1,9.0,21.0,3
1995,Dan Dickau,2753218,2006,Point Guard,50,8.9,8.0,28.0,4
1996,Travis Diener,664209,2006,Point Guard,26,11.1,8.0,38.0,1
1997,Ike Diogu,2137200,2006,Power Forward,59,12.9,10.2,9.0,1
1998,DeSagana Diop,1998000,2006,Power Forward and Center,81,18.3,5.7,8.0,5
1999,Juan Dixon,2550000,2006,Point Guard and Shooting Guard,81,23.8,7.2,17.0,4
2000,Michael Doleac,2880000,2006,Center,56,12.5,7.3,12.0,8
2001,Keyon Dooling,3348000,2006,Shooting Guard and Point Guard,66,21.7,6.8,10.0,6
2002,Quincy Douby,1240920,2006,Point Guard,42,8.6,5.7,19.0,0
2003,Chris Duhon,3024000,2006,Point Guard,78,24.4,9.5,38.0,2
2004,Tim Duncan,17429672,2006,Center and Power Forward,80,34.1,18.9,1.0,9
2005,Mike Dunleavy,7438016,2006,Small Forward and Shooting Guard and Power Forward,82,31.5,10.2,3.0,4
2006,Monta Ellis,664209,2006,Shooting Guard,77,34.3,9.4,40.0,1
2007,Francisco Elson,3000000,2006,Center,70,19.0,7.8,41.0,7
2008,Melvin Ely,3303813,2006,Power Forward and Center,30,10.3,2.0,12.0,4
2009,Daniel Ewing,664209,2006,Shooting Guard and Point Guard,61,11.7,7.6,32.0,1
2010,Jordan Farmar,939120,2006,Point Guard,72,15.1,8.5,26.0,0
2011,Raymond Felton,3060840,2006,Point Guard and Shooting Guard,78,36.3,10.0,5.0,1
2012,Derek Fisher,5883600,2006,Point Guard and Shooting Guard,82,27.9,6.9,24.0,10
2013,T.J. Ford,2929467,2006,Point Guard,75,29.9,12.9,8.0,3
2014,Danny Fortson,6596990,2006,Center and Power Forward,14,11.3,1.6,10.0,9
2015,Jeff Foster,5500000,2006,Center,75,23.2,9.2,21.0,7
2016,Randy Foye,2448240,2006,Point Guard and Shooting Guard,82,22.9,9.5,7.0,0
2017,Adonal Foyle,8125000,2006,Center,48,9.9,7.2,8.0,9
2018,Steve Francis,15070000,2006,Shooting Guard and Point Guard,44,28.1,10.0,2.0,7
2019,Matt Freije,145961,2006,Power Forward,19,7.7,4.3,53.0,2
2020,Channing Frye,2325000,2006,Center and Power Forward,72,26.3,7.2,8.0,1
2021,Dan Gadzuric,5252065,2006,Center and Power Forward,54,15.6,5.8,33.0,4
2022,Francisco Garcia,1092600,2006,Small Forward and Shooting Guard,79,17.8,7.1,23.0,1
2023,Pat Garrity,3525000,2006,Power Forward and Small Forward,33,8.4,3.5,19.0,8
2024,Pau Gasol,12364000,2006,Center and Power Forward,59,36.1,15.4,3.0,5
2025,Rudy Gay,2242290,2006,Power Forward and Small Forward,78,27.0,7.2,8.0,0
2026,Mickael Gelabale,802000,2006,Shooting Guard and Small Forward,70,17.7,5.9,48.0,1
2027,Devean George,1974259,2006,Small Forward,60,21.4,5.9,23.0,7
2028,Daniel Gibson,412718,2006,Shooting Guard and Point Guard,60,16.5,5.8,42.0,0
2029,Manu Ginobili,8254375,2006,Shooting Guard,75,27.5,17.1,57.0,7
2030,Gordan Giricek,4000000,2006,Small Forward and Shooting Guard,61,19.5,8.2,40.0,7
2031,Andreas Glyniadakis,161061,2006,Center,13,6.2,-5.0,58.0,3
2032,Ryan Gomes,664209,2006,Power Forward and Small Forward,73,31.2,9.3,50.0,1
2033,Drew Gooden,6645402,2006,Small Forward and Center and Power Forward,80,28.0,11.6,4.0,4
